Nikolai Tange, q16-lidt-enig
Nikolai Tange, q17-lidt-enig
Nikolai Tange, q18-lidt-uenig
Nikolai Tange, q19-lidt-uenig
Nikolai Tange, q20-uenig
Nikolai Tange, q21-enig
Nikolai Tange, q22-lidt-enig
Nikolai Tange, q23-lidt-uenig
Nikolai Tange, q24-lidt-uenig
Nikolai Tange, q25-lidt-enig
Lars Fogh Mortensen, q1-enig
Lars Fogh Mortensen, q2-uenig
Lars Fogh Mortensen, q3-lidt-enig
Lars Fogh Mortensen, q4-lidt-enig
Lars Fogh Mortensen, q5-lidt-enig
Lars Fogh Mortensen, q6-lidt-uenig
Lars Fogh Mortensen, q7-lidt-uenig
Lars Fogh Mortensen, q8-enig
Lars Fogh Mortensen, q9-uenig
Lars Fogh Mortensen, q10-lidt-enig
Lars Fogh Mortensen, q11-lidt-enig
Lars Fogh Mortensen, q12-lidt-enig
Lars Fogh Mortensen, q13-lidt-uenig
Lars Fogh Mortensen, q14-lidt-uenig
